"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 13:00","2019","08","03","13:00","24.2","","16.5","","62","","30","","15","","24.1","","100.07","","29","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 14:00","2019","08","03","14:00","25.6","","16.1","","55","","28","","17","","24.1","","100.04","","30","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 15:00","2019","08","03","15:00","27.7","","16.7","","51","","32","","16","","24.1","","99.97","","33","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 16:00","2019","08","03","16:00","26.4","","17.1","","56","","33","","16","","24.1","","99.94","","32","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 17:00","2019","08","03","17:00","26.1","","16.4","","55","","29","","14","","24.1","","99.95","","31","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 18:00","2019","08","03","18:00","25.8","","15.8","","53","","30","","14","","24.1","","99.91","","30","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 19:00","2019","08","03","19:00","23.8","","15.1","","58","","30","","13","","24.1","","99.97","","28","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 20:00","2019","08","03","20:00","23.7","","15.5","","60","","33","","18","","24.1","","100.04","","28","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 21:00","2019","08","03","21:00","22.7","","14.2","","58","","35","","16","","24.1","","100.07","","26","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 22:00","2019","08","03","22:00","21.1","","10.8","","51","","36","","17","","24.1","","100.11","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-03 23:00","2019","08","03","23:00","19.8","","9.7","","52","","36","","17","","24.1","","100.10","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 00:00","2019","08","04","00:00","18.3","","8.6","","53","","36","","15","","24.1","","100.15","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 01:00","2019","08","04","01:00","17.7","","8.2","","53","","36","","18","","24.1","","100.18","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 02:00","2019","08","04","02:00","16.6","","8.3","","58","","36","","17","","24.1","","100.21","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 03:00","2019","08","04","03:00","15.2","","8.3","","63","","1","","13","","24.1","","100.23","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 04:00","2019","08","04","04:00","14.2","","8.4","","68","","36","","7","","24.1","","100.22","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 05:00","2019","08","04","05:00","14.1","","8.8","","70","","34","","16","","24.1","","100.26","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 06:00","2019","08","04","06:00","14.7","","8.9","","68","","36","","17","","24.1","","100.28","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 07:00","2019","08","04","07:00","16.4","","8.7","","60","","36","","17","","24.1","","100.32","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 08:00","2019","08","04","08:00","18.2","","7.8","","50","","36","","21","","24.1","","100.34","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 09:00","2019","08","04","09:00","19.6","","7.5","","45","","35","","14","","24.1","","100.35","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 10:00","2019","08","04","10:00","20.1","","7.3","","43","","31","","10","","24.1","","100.34","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 11:00","2019","08","04","11:00","21.4","","6.5","","38","","35","","9","","24.1","","100.33","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 12:00","2019","08","04","12:00","22.2","","7.3","","38","","33","","9","","24.1","","100.27","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 13:00","2019","08","04","13:00","22.9","","6.5","","34","","31","","13","","24.1","","100.23","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 14:00","2019","08","04","14:00","23.6","","7.4","","35","","33","","19","","24.1","","100.22","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 15:00","2019","08","04","15:00","23.5","","7.6","","36","","28","","8","","24.1","","100.18","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 16:00","2019","08","04","16:00","24.1","","8.3","","36","","26","","17","","24.1","","100.14","","25","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 17:00","2019","08","04","17:00","24.5","","7.6","","34","","28","","18","","24.1","","100.12","","25","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 18:00","2019","08","04","18:00","23.7","","7.7","","35","","29","","12","","24.1","","100.14","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 19:00","2019","08","04","19:00","21.8","","7.4","","39","","31","","16","","24.1","","100.12","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 20:00","2019","08","04","20:00","20.1","","7.2","","43","","36","","9","","24.1","","100.17","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 21:00","2019","08","04","21:00","18.3","","7.9","","50","","5","","8","","24.1","","100.20","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 22:00","2019","08","04","22:00","16.7","","8.3","","57","","5","","9","","24.1","","100.20","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-04 23:00","2019","08","04","23:00","12.9","","8.4","","74","","11","","3","","24.1","","100.22","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 00:00","2019","08","05","00:00","13.7","","8.4","","70","","20","","8","","24.1","","100.24","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 01:00","2019","08","05","01:00","12.7","","9.2","","79","","36","","3","","24.1","","100.27","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 02:00","2019","08","05","02:00","11.7","","9.6","","87","","20","","3","","24.1","","100.25","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 03:00","2019","08","05","03:00","11.0","","8.7","","86","","36","","3","","24.1","","100.22","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 04:00","2019","08","05","04:00","10.4","","9.3","","93","","36","","2","","24.1","","100.23","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 05:00","2019","08","05","05:00","9.7","","7.8","","88","","36","","2","","24.1","","100.20","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 06:00","2019","08","05","06:00","14.2","","9.5","","73","","36","","3","","24.1","","100.22","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 07:00","2019","08","05","07:00","17.1","","9.1","","59","","17","","7","","24.1","","100.22","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 08:00","2019","08","05","08:00","19.1","","11.1","","60","","19","","5","","24.1","","100.24","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 09:00","2019","08","05","09:00","21.8","","10.5","","48","","17","","11","","24.1","","100.23","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 10:00","2019","08","05","10:00","24.5","","12.9","","48","","18","","8","","24.1","","100.18","","27","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 11:00","2019","08","05","11:00","25.4","","11.7","","42","","19","","14","","24.1","","100.12","","28","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 12:00","2019","08","05","12:00","26.6","","11.1","","37","","18","","16","","24.1","","100.04","","28","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 13:00","2019","08","05","13:00","27.8","","9.7","","32","","23","","15","","24.1","","99.98","","29","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 14:00","2019","08","05","14:00","28.6","","8.1","","27","","24","","18","","24.1","","99.94","","29","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 15:00","2019","08","05","15:00","28.6","","9.0","","29","","22","","18","","24.1","","99.85","","29","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 16:00","2019","08","05","16:00","28.9","","10.5","","31","","22","","17","","24.1","","99.78","","30","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 17:00","2019","08","05","17:00","28.2","","13.1","","39","","22","","16","","24.1","","99.77","","31","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 18:00","2019","08","05","18:00","26.4","","13.2","","43","","20","","26","","24.1","","99.76","","29","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 19:00","2019","08","05","19:00","23.9","","13.1","","50","","17","","10","","24.1","","99.73","","27","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 20:00","2019","08","05","20:00","21.4","","12.7","","57","","16","","11","","24.1","","99.74","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 21:00","2019","08","05","21:00","20.3","","12.7","","61","","17","","8","","24.1","","99.74","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 22:00","2019","08","05","22:00","20.1","","12.7","","62","","19","","10","","24.1","","99.76","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-05 23:00","2019","08","05","23:00","19.7","","12.9","","64","","18","","10","","24.1","","99.73","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 00:00","2019","08","06","00:00","19.1","","13.2","","69","","18","","9","","24.1","","99.65","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 01:00","2019","08","06","01:00","17.1","","12.9","","76","","15","","7","","24.1","","99.63","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 02:00","2019","08","06","02:00","17.3","","13.0","","76","","17","","8","","24.1","","99.60","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 03:00","2019","08","06","03:00","17.0","","12.4","","74","","16","","7","","24.1","","99.57","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 04:00","2019","08","06","04:00","15.6","","12.0","","79","","14","","7","","24.1","","99.55","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 05:00","2019","08","06","05:00","16.4","","12.2","","76","","16","","10","","24.1","","99.50","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 06:00","2019","08","06","06:00","17.7","","12.8","","73","","12","","3","","24.1","","99.53","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 07:00","2019","08","06","07:00","19.3","","13.5","","69","","18","","10","","24.1","","99.53","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 08:00","2019","08","06","08:00","22.6","","16.2","","67","","20","","13","","24.1","","99.53","","27","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 09:00","2019","08","06","09:00","24.3","","17.5","","65","","20","","11","","24.1","","99.49","","30","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 10:00","2019","08","06","10:00","26.8","","18.6","","60","","19","","13","","24.1","","99.44","","33","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 11:00","2019","08","06","11:00","28.3","","18.5","","55","","19","","11","","24.1","","99.37","","35","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 12:00","2019","08","06","12:00","29.5","","17.0","","46","","21","","10","","24.1","","99.27","","35","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 13:00","2019","08","06","13:00","21.5","","18.3","","82","","30","","30","","12.9","","99.35","","28","","","","Thunderstorms,Rain Showers"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 14:00","2019","08","06","14:00","20.1","","18.8","","93","","17","","7","","16.1","","99.36","","27","","","","Rain Showers"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 15:00","2019","08","06","15:00","21.1","","19.2","","89","","20","","12","","24.1","","99.33","","28","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 16:00","2019","08","06","16:00","20.9","","19.2","","90","","23","","7","","24.1","","99.36","","28","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 17:00","2019","08","06","17:00","21.3","","19.7","","90","","17","","8","","24.1","","99.30","","29","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 18:00","2019","08","06","18:00","21.1","","19.7","","92","","19","","5","","24.1","","99.30","","28","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 19:00","2019","08","06","19:00","20.7","","19.9","","95","","13","","6","","24.1","","99.32","","28","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 20:00","2019","08","06","20:00","19.7","","19.3","","97","","14","","8","","24.1","","99.36","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 21:00","2019","08","06","21:00","19.2","","18.8","","98","","16","","8","","16.1","","99.38","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 22:00","2019","08","06","22:00","19.1","","18.8","","98","","16","","4","","16.1","","99.40","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-06 23:00","2019","08","06","23:00","18.4","","18.2","","98","","14","","8","","16.1","","99.42","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 00:00","2019","08","07","00:00","18.3","","18.1","","98","","15","","3","","12.9","","99.41","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 01:00","2019","08","07","01:00","18.3","","18.1","","99","","36","","2","","12.9","","99.38","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 02:00","2019","08","07","02:00","17.3","","17.0","","98","","13","","9","","9.7","","99.39","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 03:00","2019","08","07","03:00","18.8","","18.6","","99","","16","","9","","3.2","","99.42","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 04:00","2019","08","07","04:00","19.2","","18.9","","99","","16","","3","","6.4","","99.42","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 05:00","2019","08","07","05:00","19.3","","19.0","","99","","","","0","","8.1","","99.44","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 06:00","2019","08","07","06:00","19.5","","19.2","","98","","14","","4","","8.1","","99.49","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 07:00","2019","08","07","07:00","19.8","","19.5","","98","","36","","1","","2.4","","99.49","","","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 08:00","2019","08","07","08:00","20.4","","20.1","","98","","11","","7","","8.1","","99.50","","28","","","","Fog"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 09:00","2019","08","07","09:00","20.9","","19.9","","94","","13","","8","","24.1","","99.51","","28","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 10:00","2019","08","07","10:00","21.9","","19.4","","86","","13","","8","","24.1","","99.51","","29","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 11:00","2019","08","07","11:00","22.3","","20.3","","88","","16","","4","","24.1","","99.51","","30","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 12:00","2019","08","07","12:00","21.9","","20.4","","91","","17","","9","","24.1","","99.50","","30","","","","Rain"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-08-07 13:00","2019","08","07","13:00","23.4","","20.1","","81","","20","","7","","24.1","","99.46","","31","","","","Cloudy"
