Date/Time,Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),extremes,extremes_smoothing,Wind Spd (km/h),humidity_mean
2012-02-10,-75.72,45.38,OTTAWA CDA,6105976.0,1.3,-3.5,-1.1,19.1,0.0,0.0,0.4,0.4,23.0,-19.0,-18.102204273368486,20.70833333333333,0.0
2012-02-11,-75.72,45.38,OTTAWA CDA,6105976.0,-9.4,-16.3,-12.9,30.9,0.0,0.0,0.0,0.0,23.0,-25.0,-21.551102136685028,18.45833333333333,0.0
2012-02-12,-75.72,45.38,OTTAWA CDA,6105976.0,-8.8,-16.4,-12.6,30.6,0.0,0.0,0.0,0.0,23.0,-26.0,-23.77555106834277,15.333333333333336,0.0
2012-02-13,-75.72,45.38,OTTAWA CDA,6105976.0,0.0,-10.6,-5.3,23.3,0.0,0.0,0.0,0.0,22.0,-17.0,-20.38777553417119,11.869565217391305,0.0
2012-02-14,-75.72,45.38,OTTAWA CDA,6105976.0,3.1,-11.2,-4.1,22.1,0.0,0.0,2.0,0.6,23.0,-12.0,-16.193887767085474,11.956521739130435,0.0
2012-02-15,-75.72,45.38,OTTAWA CDA,6105976.0,3.4,-0.6,1.4,16.6,0.0,0.0,0.0,0.0,25.0,-4.0,-10.096943883542652,7.041666666666668,0.0
2012-02-16,-75.72,45.38,OTTAWA CDA,6105976.0,4.3,1.0,2.7,15.3,0.0,3.0,0.0,3.0,22.0,0.0,-5.0484719417712896,12.833333333333336,0.0
2012-02-17,-75.72,45.38,OTTAWA CDA,6105976.0,3.7,0.6,2.2,15.8,0.0,0.0,0.0,0.0,20.0,0.0,-2.5242359708856354,20.33333333333333,0.0
2012-02-18,-75.72,45.38,OTTAWA CDA,6105976.0,2.0,-5.3,-1.7,19.7,0.0,0.0,0.0,0.0,20.0,-10.0,-6.262117985442826,14.041666666666664,0.0
2012-02-19,-75.72,45.38,OTTAWA CDA,6105976.0,-2.3,-7.3,-4.8,22.8,0.0,0.0,0.0,0.0,19.0,-13.0,-9.631058992721416,13.727272727272727,0.0
2012-02-20,-75.72,45.38,OTTAWA CDA,6105976.0,2.0,-13.2,-5.6,23.6,0.0,0.0,0.0,0.0,18.0,-17.0,-13.315529496360707,11.875,0.0
2012-02-21,-75.72,45.38,OTTAWA CDA,6105976.0,3.5,-9.8,-3.2,21.2,0.0,0.0,0.4,0.4,18.0,-12.0,-12.657764748180355,14.173913043478262,0.0
2012-02-22,-75.72,45.38,OTTAWA CDA,6105976.0,5.6,-0.5,2.6,15.4,0.0,0.0,0.0,0.0,18.0,0.0,-6.328882374090178,17.875,0.0
2012-02-23,-75.72,45.38,OTTAWA CDA,6105976.0,4.0,-4.0,0.0,18.0,0.0,0.0,0.0,0.0,17.0,-6.0,-6.164441187045088,12.272727272727273,0.0
2012-02-24,-75.72,45.38,OTTAWA CDA,6105976.0,1.1,-6.2,-2.6,20.6,0.0,0.0,11.4,11.4,17.0,-9.0,-7.5822205935225435,17.05263157894737,0.0
2012-02-25,-75.72,45.38,OTTAWA CDA,6105976.0,-3.7,-5.7,-4.7,22.7,0.0,0.0,0.2,0.2,27.0,-21.0,-14.291110296761275,33.916666666666664,0.0
2012-02-26,-75.72,45.38,OTTAWA CDA,6105976.0,-5.5,-14.0,-9.8,27.8,0.0,0.0,0.0,0.0,27.0,-22.0,-18.14555514838064,16.73913043478261,0.0
2012-02-27,-75.72,45.38,OTTAWA CDA,6105976.0,-3.6,-12.6,-8.1,26.1,0.0,0.0,5.0,2.6,24.0,-18.0,-18.072777574190322,19.238095238095237,0.0
2012-02-28,-75.72,45.38,OTTAWA CDA,6105976.0,-4.0,-9.9,-7.0,25.0,0.0,0.0,0.0,0.0,28.0,-18.0,-18.03638878709516,16.695652173913047,0.0
2012-02-29,-75.72,45.38,OTTAWA CDA,6105976.0,-2.4,-14.6,-8.5,26.5,0.0,0.0,3.0,2.3,27.0,-22.0,-20.018194393547578,22.125,0.0
2012-03-01,-75.72,45.38,OTTAWA CDA,6105976.0,-3.4,-6.1,-4.8,22.8,0.0,0.0,2.5,2.1,29.0,-15.0,-17.509097196773787,30.41666666666667,0.0
2012-03-02,-75.72,45.38,OTTAWA CDA,6105976.0,4.8,-5.8,-0.5,18.5,0.0,3.1,0.0,3.1,28.0,-11.0,-14.254548598386895,13.0,0.0
2012-03-03,-75.72,45.38,OTTAWA CDA,6105976.0,5.6,-3.7,1.0,17.0,0.0,0.0,1.4,1.4,27.0,-9.0,-11.627274299193447,35.208333333333336,0.0
2012-03-04,-75.72,45.38,OTTAWA CDA,6105976.0,-8.8,-11.3,-10.1,28.1,0.0,0.0,0.0,0.0,24.0,-26.0,-18.813637149596726,21.416666666666668,0.0
2012-03-05,-75.72,45.38,OTTAWA CDA,6105976.0,-9.4,-17.0,-13.2,31.2,0.0,0.0,0.0,0.0,24.0,-26.0,-22.40681857479836,17.625,0.0
2012-03-06,-75.72,45.38,OTTAWA CDA,6105976.0,-2.0,-19.0,-10.5,28.5,0.0,0.0,0.0,0.0,24.0,-26.0,-24.203409287399182,11.590909090909092,0.0
2012-03-07,-75.72,45.38,OTTAWA CDA,6105976.0,11.0,-5.8,2.6,15.4,0.0,0.0,0.0,0.0,24.0,-13.0,-18.601704643699588,17.08695652173913,0.0
2012-03-08,-75.72,45.38,OTTAWA CDA,6105976.0,10.5,4.8,7.7,10.3,0.0,3.4,0.0,3.4,14.0,-7.0,-12.800852321849794,26.20833333333333,0.0
2012-03-09,-75.72,45.38,OTTAWA CDA,6105976.0,1.3,-5.4,-2.1,20.1,0.0,0.0,2.0,1.8,10.0,-12.0,-12.4004261609249,14.826086956521738,0.0
2012-03-10,-75.72,45.38,OTTAWA CDA,6105976.0,0.4,-8.3,-4.0,22.0,0.0,0.0,0.0,0.0,10.0,-15.0,-13.700213080462445,15.347826086956523,0.0
2012-03-11,-75.72,45.38,OTTAWA CDA,6105976.0,10.9,-7.5,1.7,16.3,0.0,0.0,0.0,0.0,10.0,-12.0,-12.850106540231225,11.375,0.0
2012-03-12,-75.72,45.38,OTTAWA CDA,6105976.0,11.9,-1.0,5.5,12.5,0.0,4.0,0.0,4.0,6.0,-3.0,-7.925053270115613,11.238095238095235,0.0
2012-03-13,-75.72,45.38,OTTAWA CDA,6105976.0,15.7,3.1,9.4,8.6,0.0,1.2,0.0,1.2,2.0,0.0,-3.9625266350578063,14.791666666666664,0.0
2012-03-14,-75.72,45.38,OTTAWA CDA,6105976.0,7.2,3.7,5.5,12.5,0.0,0.4,0.0,0.4,0.0,0.0,-1.9812633175289032,11.608695652173912,0.0
2012-03-15,-75.72,45.38,OTTAWA CDA,6105976.0,4.6,-0.8,1.9,16.1,0.0,19.8,0.0,19.8,0.0,-7.0,-4.490631658764452,20.666666666666668,0.0
2012-03-16,-75.72,45.38,OTTAWA CDA,6105976.0,7.5,1.7,4.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,-2.2453158293822257,9.636363636363637,0.0
2012-03-17,-75.72,45.38,OTTAWA CDA,6105976.0,14.0,-0.2,6.9,11.1,0.0,0.0,0.0,0.0,0.0,-4.0,-3.1226579146911133,10.0,0.0
2012-03-18,-75.72,45.38,OTTAWA CDA,6105976.0,24.7,3.3,14.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,11.438671042654445,10.304347826086957,4.391304347826087
2012-03-19,-75.72,45.38,OTTAWA CDA,6105976.0,24.9,6.2,15.6,2.4,0.0,0.0,0.0,0.0,0.0,25.0,18.21933552132722,7.3076923076923075,1.9230769230769231
2012-03-20,-75.72,45.38,OTTAWA CDA,6105976.0,25.5,6.8,16.2,1.8,0.0,0.0,0.0,0.0,0.0,28.0,23.10966776066361,11.333333333333336,11.416666666666664
2012-03-21,-75.72,45.38,OTTAWA CDA,6105976.0,26.7,8.0,17.4,0.6,0.0,0.0,0.0,0.0,0.0,30.0,26.554833880331806,10.681818181818182,8.954545454545455
2012-03-22,-75.72,45.38,OTTAWA CDA,6105976.0,24.0,10.7,17.4,0.6,0.0,0.0,0.0,0.0,0.0,28.0,27.277416940165907,12.666666666666664,4.458333333333333
2012-03-23,-75.72,45.38,OTTAWA CDA,6105976.0,18.0,10.1,14.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,13.638708470082953,15.083333333333336,0.0
2012-03-24,-75.72,45.38,OTTAWA CDA,6105976.0,6.1,4.5,5.3,12.7,0.0,3.8,0.0,3.8,0.0,0.0,6.819354235041477,17.416666666666668,0.0
2012-03-25,-75.72,45.38,OTTAWA CDA,6105976.0,12.9,2.5,7.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4096771175207383,12.91304347826087,0.0
2012-03-26,-75.72,45.38,OTTAWA CDA,6105976.0,1.0,-5.0,-2.0,20.0,0.0,0.0,0.0,0.0,0.0,-15.0,-5.795161441239631,37.083333333333336,0.0
2012-03-27,-75.72,45.38,OTTAWA CDA,6105976.0,5.3,-7.1,-0.9,18.9,0.0,1.1,0.0,1.1,0.0,-16.0,-10.897580720619818,15.545454545454545,0.0
2012-03-28,-75.72,45.38,OTTAWA CDA,6105976.0,5.7,-0.3,2.7,15.3,0.0,1.0,0.0,1.0,0.0,-7.0,-8.948790360309909,17.82608695652174,0.0
2012-03-29,-75.72,45.38,OTTAWA CDA,6105976.0,5.8,2.4,4.1,13.9,0.0,0.0,0.0,0.0,0.0,-7.0,-7.9743951801549535,24.83333333333333,0.0
2012-03-30,-75.72,45.38,OTTAWA CDA,6105976.0,4.7,-4.4,0.2,17.8,0.0,0.0,0.0,0.0,0.0,-12.0,-9.987197590077477,15.708333333333336,0.0
2012-03-31,-75.72,45.38,OTTAWA CDA,6105976.0,9.2,0.0,4.6,13.4,0.0,0.0,0.0,0.0,0.0,-6.0,-7.9935987950387375,12.478260869565215,0.0
2012-04-01,-75.72,45.38,OTTAWA CDA,6105976.0,4.2,-2.3,1.0,17.0,0.0,1.5,0.5,2.0,0.0,-5.0,-6.4967993975193705,11.041666666666664,0.0
2012-04-02,-75.72,45.38,OTTAWA CDA,6105976.0,10.3,-2.5,3.9,14.1,0.0,0.0,0.0,0.0,0.0,-9.0,-7.748399698759685,21.041666666666668,0.0
2012-04-03,-75.72,45.38,OTTAWA CDA,6105976.0,10.7,-1.5,4.6,13.4,0.0,0.0,0.0,0.0,0.0,-10.0,-8.874199849379842,14.041666666666664,0.0
2012-04-04,-75.72,45.38,OTTAWA CDA,6105976.0,10.3,2.0,6.2,11.8,0.0,0.8,0.0,0.8,0.0,0.0,-4.437099924689921,22.04166666666667,0.0
2012-04-05,-75.72,45.38,OTTAWA CDA,6105976.0,8.7,-0.3,4.2,13.8,0.0,0.0,0.0,0.0,0.0,-8.0,-6.2185499623449605,24.41666666666667,0.0
2012-04-06,-75.72,45.38,OTTAWA CDA,6105976.0,11.1,-1.5,4.8,13.2,0.0,0.0,0.0,0.0,0.0,-9.0,-7.60927498117248,22.45833333333333,0.0
2012-04-07,-75.72,45.38,OTTAWA CDA,6105976.0,14.8,1.0,7.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,-3.80463749058624,19.291666666666668,0.0
2012-04-08,-75.72,45.38,OTTAWA CDA,6105976.0,16.1,-0.4,7.9,10.1,0.0,0.0,0.0,0.0,0.0,-5.0,-4.40231874529312,16.166666666666668,0.0
2012-04-09,-75.72,45.38,OTTAWA CDA,6105976.0,11.3,6.8,9.1,8.9,0.0,4.7,0.0,4.7,0.0,0.0,-2.20115937264656,27.04166666666667,0.0
2012-04-10,-75.72,45.38,OTTAWA CDA,6105976.0,8.6,3.5,6.1,11.9,0.0,1.5,0.0,1.5,0.0,0.0,-1.10057968632328,15.416666666666664,0.0
2012-04-11,-75.72,45.38,OTTAWA CDA,6105976.0,12.6,1.9,7.3,10.7,0.0,0.0,0.2,0.2,0.0,0.0,-0.55028984316164,16.625,0.0
2012-04-12,-75.72,45.38,OTTAWA CDA,6105976.0,13.2,2.1,7.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.27514492158082,14.625,0.0
2012-04-13,-75.72,45.38,OTTAWA CDA,6105976.0,16.5,1.3,8.9,9.1,0.0,0.0,0.0,0.0,0.0,-5.0,-2.63757246079041,14.208333333333336,0.0
2012-04-14,-75.72,45.38,OTTAWA CDA,6105976.0,16.9,4.3,10.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,-1.318786230395205,13.666666666666664,0.0
2012-04-15,-75.72,45.38,OTTAWA CDA,6105976.0,19.9,7.0,13.5,4.5,0.0,0.4,0.0,0.4,0.0,0.0,-0.6593931151976025,15.5,0.0
2012-04-16,-75.72,45.38,OTTAWA CDA,6105976.0,27.9,14.5,21.2,0.0,3.2,0.5,0.0,0.5,0.0,31.0,15.170303442401199,19.5,8.166666666666666
2012-04-17,-75.72,45.38,OTTAWA CDA,6105976.0,10.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.5851517212005986,25.95833333333333,0.0
2012-04-18,-75.72,45.38,OTTAWA CDA,6105976.0,11.6,-2.4,4.6,13.4,0.0,0.0,0.0,0.0,0.0,-6.0,-0.20742413939970028,9.26086956521739,0.0
2012-04-19,-75.72,45.38,OTTAWA CDA,6105976.0,22.0,1.6,11.8,6.2,0.0,1.4,0.0,1.4,0.0,-2.0,-1.10371206969985,14.875,0.0
2012-04-20,-75.72,45.38,OTTAWA CDA,6105976.0,11.2,6.1,8.7,9.3,0.0,8.4,0.0,8.4,0.0,0.0,-0.5518560348499251,19.0,0.0
2012-04-21,-75.72,45.38,OTTAWA CDA,6105976.0,6.0,3.5,4.8,13.2,0.0,3.7,0.0,3.7,0.0,0.0,-0.2759280174249625,16.833333333333332,0.0
2012-04-22,-75.72,45.38,OTTAWA CDA,6105976.0,9.5,3.0,6.3,11.7,0.0,11.2,3.5,14.7,0.0,0.0,-0.13796400871248127,20.291666666666668,0.0
2012-04-23,-75.72,45.38,OTTAWA CDA,6105976.0,6.1,0.6,3.4,14.6,0.0,8.6,0.0,8.6,2.0,0.0,-0.06898200435624062,22.875,0.0
2012-04-24,-75.72,45.38,OTTAWA CDA,6105976.0,7.7,3.8,5.8,12.2,0.0,2.4,0.0,2.4,0.0,0.0,-0.03449100217812032,19.375,0.0
2012-04-25,-75.72,45.38,OTTAWA CDA,6105976.0,9.8,2.9,6.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.01724550108906016,16.0,0.0
2012-04-26,-75.72,45.38,OTTAWA CDA,6105976.0,10.1,-1.3,4.4,13.6,0.0,3.3,0.0,3.3,0.0,-5.0,-2.50862275054453,12.791666666666664,0.0
2012-04-27,-75.72,45.38,OTTAWA CDA,6105976.0,2.7,-0.1,1.3,16.7,0.0,0.0,0.0,0.0,0.0,-8.0,-5.254311375272264,32.0,0.0
2012-04-28,-75.72,45.38,OTTAWA CDA,6105976.0,8.0,-2.5,2.8,15.2,0.0,0.0,0.0,0.0,0.0,-10.0,-7.627155687636132,19.166666666666668,0.0
2012-04-29,-75.72,45.38,OTTAWA CDA,6105976.0,10.5,-1.0,4.8,13.2,0.0,0.0,0.0,0.0,0.0,-7.0,-7.313577843818066,18.541666666666668,0.0
2012-04-30,-75.72,45.38,OTTAWA CDA,6105976.0,13.6,-2.1,5.8,12.2,0.0,2.7,0.0,2.7,0.0,-5.0,-6.1567889219090315,10.375,0.0
2012-05-01,-75.72,45.38,OTTAWA CDA,6105976.0,10.6,6.3,8.5,9.5,0.0,0.2,0.0,0.2,0.0,0.0,-3.0783944609545166,9.818181818181818,0.0
2012-05-02,-75.72,45.38,OTTAWA CDA,6105976.0,16.5,8.7,12.6,5.4,0.0,3.4,0.0,3.4,0.0,0.0,-1.5391972304772583,15.291666666666664,0.0
2012-05-03,-75.72,45.38,OTTAWA CDA,6105976.0,15.5,11.0,13.3,4.7,0.0,4.8,0.0,4.8,0.0,0.0,-0.7695986152386292,10.083333333333334,0.0
2012-05-04,-75.72,45.38,OTTAWA CDA,6105976.0,20.8,12.9,16.9,1.1,0.0,0.0,0.0,0.0,0.0,25.0,12.115200692380686,15.130434782608695,1.0869565217391304
2012-05-05,-75.72,45.38,OTTAWA CDA,6105976.0,17.7,5.0,11.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,6.057600346190343,13.875,0.0
2012-05-06,-75.72,45.38,OTTAWA CDA,6105976.0,20.0,4.4,12.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0288001730951715,10.9,0.0
2012-05-07,-75.72,45.38,OTTAWA CDA,6105976.0,22.3,4.2,13.3,4.7,0.0,11.5,0.0,11.5,0.0,0.0,1.5144000865475855,11.608695652173912,0.0
2012-05-08,-75.72,45.38,OTTAWA CDA,6105976.0,16.4,9.8,13.1,4.9,0.0,6.4,0.0,6.4,0.0,0.0,0.7572000432737929,8.8,0.0
2012-05-09,-75.72,45.38,OTTAWA CDA,6105976.0,20.1,12.9,16.5,1.5,0.0,20.2,0.0,20.2,0.0,0.0,0.3786000216368964,12.565217391304348,0.0
2012-05-10,-75.72,45.38,OTTAWA CDA,6105976.0,10.7,6.1,8.4,9.6,0.0,0.5,0.0,0.5,0.0,0.0,0.18930001081844824,23.75,0.0
2012-05-11,-75.72,45.38,OTTAWA CDA,6105976.0,19.3,6.4,12.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09465000540922412,19.291666666666668,0.0
2012-05-12,-75.72,45.38,OTTAWA CDA,6105976.0,26.1,4.1,15.1,2.9,0.0,3.2,0.0,3.2,0.0,26.0,13.047325002704612,12.956521739130435,4.478260869565218
2012-05-13,-75.72,45.38,OTTAWA CDA,6105976.0,21.7,13.5,17.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.523662501352306,10.304347826086957,0.0
2012-05-14,-75.72,45.38,OTTAWA CDA,6105976.0,24.5,8.2,16.4,1.6,0.0,0.0,0.0,0.0,0.0,26.0,16.261831250676153,9.608695652173912,3.3043478260869565
2012-05-15,-75.72,45.38,OTTAWA CDA,6105976.0,24.0,11.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.130915625338076,10.041666666666666,9.833333333333334
2012-05-16,-75.72,45.38,OTTAWA CDA,6105976.0,20.3,11.2,15.8,2.2,0.0,1.0,0.0,1.0,0.0,0.0,11.065457812669036,18.70833333333333,0.0
2012-05-17,-75.72,45.38,OTTAWA CDA,6105976.0,17.1,5.5,11.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,5.532728906334518,15.708333333333336,0.0
2012-05-18,-75.72,45.38,OTTAWA CDA,6105976.0,22.2,3.9,13.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.7663644531672595,10.5,0.0
2012-05-19,-75.72,45.38,OTTAWA CDA,6105976.0,28.3,11.9,20.1,0.0,2.1,0.0,0.0,0.0,0.0,28.0,15.383182226583632,7.545454545454546,9.863636363636363
2012-05-20,-75.72,45.38,OTTAWA CDA,6105976.0,31.8,11.4,21.6,0.0,3.6,0.0,0.0,0.0,0.0,34.0,24.691591113291807,8.291666666666666,15.583333333333336
2012-05-21,-75.72,45.38,OTTAWA CDA,6105976.0,29.1,17.4,23.3,0.0,5.3,3.1,0.0,3.1,0.0,33.0,28.845795556645907,12.375,17.041666666666668
2012-05-22,-75.72,45.38,OTTAWA CDA,6105976.0,22.6,17.9,20.3,0.0,2.3,9.0,0.0,9.0,0.0,28.0,28.422897778322955,9.363636363636363,5.954545454545454
2012-05-23,-75.72,45.38,OTTAWA CDA,6105976.0,23.5,13.5,18.5,0.0,0.5,0.0,0.0,0.0,0.0,27.0,27.71144888916148,10.666666666666666,6.5
2012-05-24,-75.72,45.38,OTTAWA CDA,6105976.0,28.3,14.1,21.2,0.0,3.2,0.0,0.0,0.0,0.0,36.0,31.855724444580737,13.166666666666664,20.45833333333333
