"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 00:00","2019","10","06","00:00","5.3","","2.8","","84","","10","","14","","24.1","","100.89","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 01:00","2019","10","06","01:00","5.9","","2.5","","79","","12","","15","","24.1","","100.80","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 02:00","2019","10","06","02:00","5.4","","2.2","","80","","12","","12","","24.1","","100.74","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 03:00","2019","10","06","03:00","6.1","","2.4","","77","","13","","13","","24.1","","100.63","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 04:00","2019","10","06","04:00","6.0","","2.2","","76","","13","","14","","24.1","","100.52","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 05:00","2019","10","06","05:00","6.2","","2.5","","78","","13","","10","","24.1","","100.54","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 06:00","2019","10","06","06:00","5.8","","3.4","","84","","12","","10","","24.1","","100.55","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 07:00","2019","10","06","07:00","7.6","","4.0","","78","","13","","11","","24.1","","100.56","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 08:00","2019","10","06","08:00","8.1","","5.6","","84","","15","","13","","24.1","","100.51","","","","","","Rain Showers"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 09:00","2019","10","06","09:00","9.3","","7.5","","88","","16","","12","","24.1","","100.46","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 10:00","2019","10","06","10:00","10.6","","8.2","","85","","16","","14","","24.1","","100.38","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 11:00","2019","10","06","11:00","12.1","","9.7","","85","","18","","14","","24.1","","100.36","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 12:00","2019","10","06","12:00","15.0","","11.2","","78","","19","","16","","24.1","","100.29","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 13:00","2019","10","06","13:00","16.2","","11.7","","75","","19","","22","","24.1","","100.20","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 14:00","2019","10","06","14:00","16.9","","12.0","","73","","18","","18","","24.1","","100.14","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 15:00","2019","10","06","15:00","18.0","","12.4","","70","","19","","22","","24.1","","100.10","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 16:00","2019","10","06","16:00","17.2","","12.6","","74","","20","","19","","24.1","","100.11","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 17:00","2019","10","06","17:00","16.9","","13.0","","78","","19","","21","","24.1","","100.12","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 18:00","2019","10","06","18:00","16.4","","13.3","","82","","19","","23","","24.1","","100.10","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 19:00","2019","10","06","19:00","16.1","","13.7","","86","","22","","20","","24.1","","100.19","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 20:00","2019","10","06","20:00","15.6","","13.8","","89","","20","","16","","16.1","","100.17","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 21:00","2019","10","06","21:00","15.1","","13.6","","91","","20","","14","","16.1","","100.21","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 22:00","2019","10","06","22:00","15.4","","13.9","","91","","23","","13","","16.1","","100.27","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-06 23:00","2019","10","06","23:00","15.2","","13.6","","90","","24","","12","","24.1","","100.31","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 00:00","2019","10","07","00:00","14.3","","13.1","","92","","25","","9","","24.1","","100.34","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 01:00","2019","10","07","01:00","12.5","","11.5","","93","","36","","2","","24.1","","100.36","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 02:00","2019","10","07","02:00","13.0","","9.8","","81","","21","","11","","24.1","","100.37","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 03:00","2019","10","07","03:00","12.6","","10.0","","84","","21","","7","","24.1","","100.36","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 04:00","2019","10","07","04:00","12.1","","10.6","","91","","19","","9","","24.1","","100.29","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 05:00","2019","10","07","05:00","12.1","","9.6","","84","","17","","6","","24.1","","100.33","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 06:00","2019","10","07","06:00","12.0","","11.0","","94","","17","","7","","24.1","","100.34","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 07:00","2019","10","07","07:00","11.9","","10.5","","91","","19","","7","","24.1","","100.39","","","","","","Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 08:00","2019","10","07","08:00","11.8","","10.1","","90","","20","","13","","24.1","","100.43","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 09:00","2019","10","07","09:00","12.6","","9.6","","82","","21","","19","","24.1","","100.40","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 10:00","2019","10","07","10:00","14.7","","9.9","","73","","22","","19","","24.1","","100.36","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 11:00","2019","10","07","11:00","17.3","","10.0","","62","","23","","22","","24.1","","100.35","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2019-10-07 12:00","2019","10","07","12:00","16.9","","9.0","","59","","20","","20","","24.1","","100.30","","","","","","NA"
